PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.920385930666199,3.873613896199178,-3.0787558846256107,-0.8613719785583185,1.5397598838340525,0.21748167419897513,1.1001735709431661,-0.5677222714365414,0.3867143136830398,0.6057197896842541
-0.1336968697836454,0.2556409210626055,0.5113371713765925,0.5529858643751885,0.27336886806188626,-0.6972799025610293,-2.068841739926839,-0.11228351106327346,-0.29011492165727853,-0.02376742569880743
3.7093432317773414,-1.1450880233757785,2.3114657555074687,-0.6266129978412976,0.4333124760390807,1.093591706442024,1.2585817635265342,-0.3687246066371136,-1.0582527515978664,-0.4419037241165775
-4.116654655185743,3.350745698173883,-0.23330146395911724,1.2814877600857086,4.648501963654739,-1.2028500018804062,3.13978469718571,1.7195473987654413,0.6658947622296268,1.3822102158600742
0.9239036530640994,-0.29986264805856755,-0.8364538209928591,-0.13409542278828615,0.5211629292420064,-0.21970463657179704,1.257247240431671,1.5701822978643867,-0.92101913912396,-0.023998071358574298
2.921332982783245,-1.4562169205817843,2.570646764968069,0.23667091884163993,0.866720804468588,0.4792864252534542,0.018688368644558154,-0.36864829411237443,-0.5689693998217735,-0.43981155204656286
-0.015140601368447268,-2.4656376496587042,-2.5509909870902776,0.015258648645444196,0.5437453748365987,1.779860830830405,-0.5773871003164072,-0.7730663520402272,0.5292996534173989,0.8460316792679557
-5.029106896844847,-0.6023146796678286,1.1488379140211566,0.7964632305861538,1.2829736493379396,2.622945443221181,-0.7960430822334975,1.1448731574617568,1.7484722978923821,0.4793135292362663
3.0158569044033,2.0250421195280324,1.4990116972367429,0.25907788816331045,-0.4234233970440561,0.49878707901512814,0.614555862553887,0.5205326468327425,-2.0277828699190024,-1.1421505843805588
1.1780310539684606,0.3003309656932352,1.2411593239813856,0.03087489083514849,0.21789906541427065,-0.054709280966011256,1.3934588038343523,1.1601144150465188,-1.7426286793594226,0.13110607811446218
1.5725561406889106,1.1855042307636106,0.8076584016872801,0.23526695860340263,-0.1307207486937307,-0.8454210833022412,0.8280660207522791,1.2178614469307276,0.49814299687366054,-0.06558717257315794
-1.4877576144429436,-0.9661826031265357,-0.00017214383068496925,-0.3193982256107061,3.983877538538012,2.2524902432409277,0.2152850677390309,-0.16139215124473785,0.550447455209083,1.655043676919776
-0.1396180386548627,-0.6601799778338023,1.3116453808110102,0.33220513910025634,-0.5836959827572267,-1.6900541839255623,1.4979907777417532,0.271076599871038,-0.6917775017772546,-1.2246700441906673
-0.45412812974733524,-0.8132466611254278,-1.6175562171227789,-0.14340317315723047,-0.21402841401326578,-0.12923907020007042,1.3254342956635141,-1.1073737407212645,-1.0594825114351243,-0.7751410603684757
0.8675976218446205,1.8562159191100283,0.7685693836346672,0.7039457034981693,-1.3898645433810541,-0.6294148662870764,0.7354902538784155,-0.06018646189999208,-0.6223404268572852,-1.1284211960933204
-4.485748803396799,1.8439141718294718,-2.721238752865584,0.024905490223073846,1.45378002983247,0.7108964741914968,3.181075427229328,1.9291077695383874,0.6737993545982182,0.593964253092053
-1.7924312860258522,0.4510650469807459,-1.0214431937456188,-6.754951419599116,-3.0369282830582924,-3.2070041811550674,-2.080297674161251,1.7563489496663451,-1.31548853275383,0.7896975674346308
0.9311146392616694,0.22011278757291317,-3.9853827882761,0.5469309229491433,-0.47123491678196705,-1.3219919514953853,0.14494503291676428,1.5027193968271062,0.2777909005123825,-0.9661057071764673
-1.632946441791397,1.750250716905267,-0.7616353383472925,-0.6445635398512829,1.3294786351904682,-2.4745893828518923,1.5019923169011367,0.231514679558786,-0.5660297325517841,1.0999347505386712
0.08900892840687097,-0.9319116187211348,-0.6664049592352603,0.7519748107290445,0.6251276747407979,-0.9037284144316133,0.843047215759404,1.3724981412148656,-0.13436291049611504,-0.6228007317718459
0.7320990700950961,-2.9207608940739322,0.35674870661645014,-1.2310791103190384,0.4302113616202334,1.0252703936219305,1.200047286822674,-0.78914491681046,-0.8017043987280916,-0.4543891848993511
1.3252001049188142,-1.6745680334084498,-0.3872480719302339,-2.1464525823445966,-1.2020052145190399,-2.2331095773595724,0.5222667232376456,-0.6408713173607203,1.6157561156487061,-0.17487017259238366
0.9633983688899106,-1.2005252552819303,3.199856415951127,0.8024395802468917,0.5098528279135981,0.8284167034922516,-0.35762661284939967,0.47580758874325485,0.6169655369718668,1.0087939868236033
-1.9234086827929355,-0.5601164642789125,1.3025074552772677,1.0693882861389488,-0.3167857828499243,1.5257518949558422,-2.3119460389398427,-1.8425197009151772,1.3804740382872236,1.7685299262930703
-3.361302280733271,-1.244288036843304,1.8740578271190067,-6.000484848499726,-1.5816562552177755,-2.649712130379429,-2.8694823657328965,1.4229468860821106,-1.5219167594633762,1.4663258100761032
2.5158716006193216,1.8912073232847995,1.9983355703067236,0.38759884274206075,-0.23375516612906116,0.8965945370130632,0.7647547486954862,-0.13995358290847615,-1.536291635778945,-0.8394077869979383
4.334652255827585,0.3998387668262752,1.285070152594424,-0.9909836279409373,2.193199707098829,-0.1266834572738373,-0.5216236762131725,0.9391634917215231,0.7057893434653029,-0.7876411283914434
1.16162170117984,0.5540801763231749,2.5647404648837155,0.5868763237444773,0.40480645022512823,-0.4716930311077363,0.21384718324988577,-1.36408787735229,-0.1247304267435989,-0.30406545692772247
-3.7159339223962173,1.2849146239112892,-1.3644613152211227,1.4638808286044667,-0.8474615424221923,1.331006802481957,-0.8863654689706041,-0.30489534576413946,1.0244229160158922,-0.479703984665149
-1.3979547128905079,-0.07109607019617958,0.7609297238566975,-3.011621800313323,-0.3200696053776988,-0.23014450559868269,-0.8840924788475549,-1.59599629841968,0.43400460646942707,-2.26066212225929
1.9583251726028563,1.1535703387967613,1.2655230976650889,-2.4569101413413987,-0.3600590802863499,-0.8234722687936865,1.1903509529704364,1.2945092180697202,0.6396857335393707,-0.8307500296151125
-1.027520481589154,-1.0573901066680405,0.26519090489449076,0.11452022871829134,1.9613268657325034,0.7753071334444261,-0.9226661899648207,1.052134102990655,0.2959820248650229,-0.7461236064717974
-5.2033322772267185,0.6683695716148603,-0.5516930844909108,2.0774584502393703,1.382668069257721,-1.0125875592722389,0.7085231443760401,-0.171354676170569,-0.8493807649327232,-0.29718767873813345
-2.6322756757014827,0.2982451788631584,-1.375281744523927,-0.3185625730740816,-1.0478394171220502,1.0141998930680323,0.19152698799823947,-1.385382356178172,-0.8377181038383308,-1.513316475783569
-2.390866761341908,-1.130279042306291,0.10592215429418936,-0.9562908701051429,-3.6275135339509523,-2.085117418010685,0.480679512173791,-0.553293427059053,-0.5126752006195534,1.1159055842656238
