Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,academic_momentum,engagement_ratio,financial_stress_index,early_performance_score
0.0,0.3322208243471416,-0.6447976417225147,-0.6371737752025802,0.13824690648135554,0.0,2.459325952540907,0.0,-1.103833336585112,-1.2141976130961656,-1.0819965191191496,-1.3159767701365106,1.4500821553428094,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,-4.321871287830242,1.6325404956896226,-0.752877576070481,-0.26746174131619194,0.0,0.0,-0.19151535366613467,-1.0360487995822247,0.42927344348567187,0.9210824422675249,0.0,0.0,-0.2760594437477769,-1.0553464527658865,0.39328847890469903,0.6321263249902933,0.0,0.8648703618401808,-1.1509307180369757,0.3178572123788021,-0.3177724615180006,0.7200648820841821,1.9425543158420095,0.9361749622186359
0.0,0.48512658033929673,0.7557943448311213,1.290620980533409,0.13824690648135554,0.0,-0.9338201161281814,0.0,1.317671351323139,1.0006066532772302,-0.3355273012126578,-1.3159767701365106,-0.556841769504001,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,-0.752877576070481,0.17377005348986135,0.0,0.0,-0.19151535366613467,-0.06546865466331422,0.42927344348567187,0.48720142393216676,0.0,0.0,-0.2760594437477769,0.8059367549396454,-0.22468286675068871,-0.2919926847466183,0.0,-0.8684355403443722,-1.516091654105137,-1.4263687905444333,-0.9551099132961837,-0.09313509292303872,0.3860626609283684,0.7354962532068432
0.0,-0.7381194675979441,-0.6447976417225147,0.2765786523717037,0.13824690648135554,0.0,0.8520462358029176,0.0,0.07419597104592905,1.065747955229389,0.4109419166938341,1.4246940735009197,0.21437790467294,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,1.3282371952414005,-0.7086935361222452,0.0,0.0,1.0307814788053704,0.41982141779614107,1.1738579157645965,0.38957819347795125,0.0,0.0,1.7656687912190028,-0.1247048489131205,1.6292311702154747,1.127016369891485,0.0,1.4811569048391329,1.1130670855856248,-1.8456967810170266,0.9457708515471761,0.9007759876413424,-1.1704289939852728,0.7876518131464136
0.0,-0.7381194675979441,-0.6447976417225147,-0.6966048274025336,0.13824690648135554,0.0,0.4948729654166978,0.0,-1.103833336585112,-0.17193678186162636,-0.7087619101659037,0.2501208547991639,-0.25887053175381913,0.7757217194629216,-0.11614067877139907,3.859304441117695,-4.321871287830242,-0.6125422325757237,-0.752877576070481,-0.7086935361222452,0.0,0.0,-0.19151535366613467,0.41982141779614107,-0.31531102879325285,-1.0530761960937505,0.0,0.0,-0.2760594437477769,2.667219962645177,-2.078596903716852,0.5105317163340567,0.0,-1.0610250850315448,0.09061646459477296,1.531231823108009,1.912908601371278,-2.5327350179447023,3.4990459707556507,-0.6441698752000884
0.0,-0.7381194675979441,-0.6447976417225147,0.9080335819962088,0.13824690648135554,0.0,0.5841662830132527,0.0,1.317671351323139,-0.17193678186162636,-0.3355273012126578,0.2501208547991639,0.40718282321717403,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,-0.752877576070481,-0.7086935361222452,0.0,0.0,-0.19151535366613467,-1.0360487995822247,0.42927344348567187,-0.3444038669052908,0.0,0.0,-0.2760594437477769,-0.5900256508395034,-0.22468286675068871,1.021229062476304,0.0,0.8648703618401808,-1.1509307180369757,0.3178572123788021,1.6990076802952918,-0.09313509292303872,0.3860626609283684,0.35086205830033446
0.0,-0.7381194675979441,-0.6447976417225147,0.2765786523717037,0.13824690648135554,0.0,0.3162863302235879,0.0,0.07419597104592905,1.065747955229389,1.157411134600326,1.0331696672670012,-0.5831333493054873,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,1.3282371952414005,-0.7086935361222452,0.0,0.0,2.2530783112768753,-0.06546865466331422,1.1738579157645965,0.32449603731083426,0.0,0.0,1.7656687912190028,-0.1247048489131205,1.0112598245600868,0.3020838168227476,0.0,0.4026554545909663,1.7703567705083154,-0.7929158687666854,-0.012199715814137917,0.26828711819128176,-1.1704289939852728,0.23054773920709676
0.0,-0.7381194675979441,-0.6447976417225147,-1.2649142640645883,0.13824690648135554,0.0,1.4770994589788022,0.0,1.317671351323139,1.0006066532772302,-0.3355273012126578,-0.5329279576686733,0.9768337189160502,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,1.3282371952414005,-0.7086935361222452,0.0,0.0,-1.4138121861376398,-0.5507587271227695,-1.0598955010721776,0.3516136042786954,0.0,0.0,-1.2969235612311667,-1.5206672546922693,-0.22468286675068871,-0.583819739685046,0.0,-0.32918481522028886,0.09061646459477296,0.7416461389202531,-1.1580975236625999,0.5845315529163124,-1.1704289939852728,-0.3612686388720461
0.0,0.5615794583353743,-0.6447976417225147,-0.6966048274025336,0.13824690648135554,0.0,0.40557964782014283,0.0,0.07419597104592905,1.065747955229389,-0.3355273012126578,0.6416452610330825,1.0031252987175376,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,-0.752877576070481,-0.7086935361222452,0.0,0.0,-0.19151535366613467,0.9051114902555963,-3.2936489179089516,-0.5975011257026871,0.0,0.0,-0.2760594437477769,2.667219962645177,-2.078596903716852,-1.3133873770311144,0.0,-0.32918481522028886,0.09061646459477296,0.7416461389202531,-0.9289179620929076,-2.5327350179447023,0.3860626609283684,-3.2780779375646305
0.0,0.48512658033929673,0.7557943448311213,0.2765786523717037,0.13824690648135554,0.0,0.22699301262703292,0.0,0.07419597104592905,-1.3444802170004828,-0.3355273012126578,-0.9244523639025919,0.11797544540082175,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,-0.752877576070481,-0.7086935361222452,0.0,0.0,1.0307814788053704,-0.06546865466331422,1.1738579157645965,0.3943237671278579,0.0,0.0,1.7656687912190028,-0.1247048489131205,1.6292311702154747,1.2729298973606982,0.0,1.4811569048391329,1.1130670855856248,-1.8456967810170266,1.1233850117636874,0.9007759876413424,0.3860626609283684,0.789892464102244
0.0,-0.7381194675979441,-0.6447976417225147,1.587776241533176,0.13824690648135554,0.0,0.6734596006098077,0.0,0.07419597104592905,-0.17193678186162636,0.4109419166938341,0.2501208547991639,-0.11864877281255783,0.7757217194629216,-0.11614067877139907,-0.2591140489840157,0.231381254415386,-0.6125422325757237,-0.752877576070481,-0.7086935361222452,0.0,0.0,1.0307814788053704,-0.5507587271227695,0.42927344348567187,-0.8505983845000833,0.0,0.0,0.744804673735613,-0.1247048489131205,0.39328847890469903,0.5105317163340567,0.0,1.7507822674011742,-0.712737594755182,-0.4449628553958098,1.668450399307879,0.11016490082876648,0.3860626609283684,-0.39541189050802905
